this_is_a_report,ts,CoreId,L0,L1,L2,L3,num_pkts_done,num_alloc_pkts,num_deallocated_pkts,num_wip_packets
this_is_a_report,1704369844756003487,0,286475,0,0,0,0,1,1,1
this_is_a_report,1704369844756048192,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844756053482,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844756058331,3,0,0,0,0,0,0,0,0
this_is_a_report,1704369844756063070,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844756068039,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844756072778,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844756077598,7,0,0,0,0,0,0,1,0
this_is_a_report,1704369844806152723,0,273333,0,0,0,0,4,5,4
this_is_a_report,1704369844806205663,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844806214831,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844806222085,3,77848,0,0,0,0,2,2,2
this_is_a_report,1704369844806227294,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844806232384,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844806238656,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844806246150,7,71385,0,0,0,0,2,2,2
this_is_a_report,1704369844856324481,0,263486,0,0,0,0,8,8,8
this_is_a_report,1704369844856371591,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844856377281,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844856382050,3,77848,0,0,0,0,2,2,2
this_is_a_report,1704369844856386840,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844856391549,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844856396649,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844856401267,7,71385,0,0,0,0,2,2,2
this_is_a_report,1704369844906471893,0,240447,0,0,0,0,14,11,14
this_is_a_report,1704369844906517169,1,0,0,0,0,0,0,0,0
this_is_a_report,1704369844906522699,2,0,0,0,0,0,0,0,0
this_is_a_report,1704369844906527839,3,77201,0,0,0,0,4,2,4
this_is_a_report,1704369844906532969,4,0,0,0,0,0,0,0,0
this_is_a_report,1704369844906538118,5,0,0,0,0,0,0,0,0
this_is_a_report,1704369844906543229,6,0,0,0,0,0,0,0,0
this_is_a_report,1704369844906548349,7,70160,0,0,0,0,6,5,6
this_is_a_report,1704369844956622832,0,219889,0,0,0,0,22,14,22
